era,dc_type,count,era_total,pct
1700-1800,Alchemie|Bibliographie|Kommentar,1,155611,0.0
1700-1800,Alchemie|Biographie,1,155611,0.0
1700-1800,Alchemie|Briefsammlung,1,155611,0.0
1700-1800,Alchemie|Chemie,1,155611,0.0
1700-1800,Alchemie|Frauenliteratur,1,155611,0.0
1700-1800,Alchemie|Frauenliteratur|Streitschrift:theol.,1,155611,0.0
1700-1800,Alchemie|Hausväterliteratur,1,155611,0.0
1700-1800,Alchemie|Lyrik,1,155611,0.0
1700-1800,Alchemie|Medizin|Arzneibuch|Bücheranzeige,1,155611,0.0
1700-1800,Alchemie|Streitschrift,1,155611,0.0
1700-1800,Alchemie|Traktat|Buchbinderanweisung,1,155611,0.0
1700-1800,Almanach|Anthologie,1,155611,0.0
1700-1800,Altertumskunde|Architektur,1,155611,0.0
1700-1800,Altertumskunde|Archäologie|Subskribentenliste,1,155611,0.0
1700-1800,Altertumskunde|Biographie|Lyrik,1,155611,0.0
1700-1800,Altertumskunde|Buchbinderanweisung,1,155611,0.0
1700-1800,Altertumskunde|Chronik,1,155611,0.0
1700-1800,Altertumskunde|Einführung,1,155611,0.0
1700-1800,Altertumskunde|Epik,1,155611,0.0
1700-1800,Altertumskunde|Gelegenheitsschrift:Einladung|Schulprogramm,1,155611,0.0
1700-1800,Altertumskunde|Kommentar: hist.,1,155611,0.0
1700-1800,Altertumskunde|Kommentar: lit.|Epik,1,155611,0.0
1700-1800,Altertumskunde|Kriegskunde,1,155611,0.0
1700-1800,Altertumskunde|Mathematik,1,155611,0.0
1700-1800,Altertumskunde|Preisschrift|Bücheranzeige,1,155611,0.0
1700-1800,Altertumskunde|Rede|Schulbuch,1,155611,0.0
1700-1800,Altertumskunde|Reiseführer,1,155611,0.0
1700-1800,Altertumskunde|Schulbuch,1,155611,0.0
1700-1800,Altertumskunde|Schulbuch|Einführung,1,155611,0.0
1700-1800,Altertumskunde|Topographie|Biographie,1,155611,0.0
1700-1800,Altertumskunde|Tragödie,1,155611,0.0
1700-1800,Altertumskunde|Traktat,1,155611,0.0
1700-1800,Altertumskunde|Verkaufskatalog,1,155611,0.0
1700-1800,Amtliche Publikation,1,155611,0.0
1700-1800,Amtsdruckschrift / Gesetzessammlung / Verordnung / Vertrag / Gesetz / Edikt,1,155611,0.0
1700-1800,Amtsdruckschrift / Gesetzessammlung / Verordnung / Vertrag / Gesetz / Edikt|Verordnung,1,155611,0.0
1700-1800,Amtsdruckschrift|Bericht,1,155611,0.0
1700-1800,Amtsdruckschrift|Chronik,1,155611,0.0
1700-1800,Amtsdruckschrift|Einblattdruck|Geldwesen,1,155611,0.0
1700-1800,Amtsdruckschrift|Einblattdruck|Gelegenheitsschrift:Geburt,1,155611,0.0
1700-1800,Amtsdruckschrift|Flugschrift|Streitschrift:jur.,1,155611,0.0
1700-1800,Amtsdruckschrift|Gebet,1,155611,0.0
1700-1800,Amtsdruckschrift|Gebet|Einblattdruck,1,155611,0.0
1700-1800,Amtsdruckschrift|Geldwesen|Tabelle,1,155611,0.0
1700-1800,Amtsdruckschrift|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Amtsdruckschrift|Gelegenheitsschrift:Hochzeit,1,155611,0.0
1700-1800,Amtsdruckschrift|Gelegenheitsschrift:Krönung,1,155611,0.0
1700-1800,Amtsdruckschrift|Gelegenheitsschrift:Tod|Einblattdruck,1,155611,0.0
1700-1800,Amtsdruckschrift|Gelegenheitsschrift|Gebet,1,155611,0.0
1700-1800,Amtsdruckschrift|Gesetzessammlung,1,155611,0.0
1700-1800,Amtsdruckschrift|Jagdliteratur,1,155611,0.0
1700-1800,Amtsdruckschrift|Kapitulation,1,155611,0.0
1700-1800,Amtsdruckschrift|Kolportageliteratur,1,155611,0.0
1700-1800,Amtsdruckschrift|Kommentar: polit.,1,155611,0.0
1700-1800,Amtsdruckschrift|Konsilium|Streitschrift:jur.,1,155611,0.0
1700-1800,Amtsdruckschrift|Kriegskunde|Einblattdruck,1,155611,0.0
1700-1800,Amtsdruckschrift|Kriegskunde|Tabelle,1,155611,0.0
1700-1800,Amtsdruckschrift|Landwirtschaft,1,155611,0.0
1700-1800,Amtsdruckschrift|Medizin|Seuchenschrift,1,155611,0.0
1700-1800,Amtsdruckschrift|Pharmakopöe|Tabelle,1,155611,0.0
1700-1800,Amtsdruckschrift|Privileg,1,155611,0.0
1700-1800,Amtsdruckschrift|Richtlinie|Kriegskunde,1,155611,0.0
1700-1800,Amtsdruckschrift|Seuchenschrift|Ratgeber,1,155611,0.0
1700-1800,Amtsdruckschrift|Streitschrift:jur.|Brief,1,155611,0.0
1700-1800,Amtsdruckschrift|Streitschrift:theol.|Brief,1,155611,0.0
1700-1800,Amtsdruckschrift|Streitschrift|Regesten,1,155611,0.0
1700-1800,Amtsdruckschrift|Tabelle|Architektur,1,155611,0.0
1700-1800,Amtsdruckschrift|Tabelle|Einblattdruck,1,155611,0.0
1700-1800,Amtsdruckschrift|Tabelle|Einblattdruck|Kriegskunde,1,155611,0.0
1700-1800,Amtsdruckschrift|Tabelle|Geldwesen,1,155611,0.0
1700-1800,Amtsdruckschrift|Tabelle|Pharmakopöe,1,155611,0.0
1700-1800,Amtsdruckschrift|Tiermedizin,1,155611,0.0
1700-1800,Amtsdruckschrift|Verordnung|Gelegenheitsschrift:Jubiläum,1,155611,0.0
1700-1800,Amtsdruckschrift|Verordnung|Gelegenheitsschrift:Tod,1,155611,0.0
1700-1800,Amtsdruckschrift|Verordnung|Gesetz,1,155611,0.0
1700-1800,Amtsdruckschrift|Verordnung|Landwirtschaft,1,155611,0.0
1700-1800,Amtsdruckschrift|Verordnung|Pharmakopöe,1,155611,0.0
1700-1800,Amtsdruckschrift|Verordnung|Privileg,1,155611,0.0
1700-1800,Amtsdruckschrift|Verordnung|Tabelle,1,155611,0.0
1700-1800,Anatomie|Anleitung,1,155611,0.0
1700-1800,Anatomie|Chirurgie|Vorlesung,1,155611,0.0
1700-1800,Anatomie|Einführung,1,155611,0.0
1700-1800,Anatomie|Rede|Lyrik,1,155611,0.0
1700-1800,Anekdote|Biographie,1,155611,0.0
1700-1800,Anekdote|Erotische|Literatur,1,155611,0.0
1700-1800,Anekdote|Fabel|Satire,1,155611,0.0
1700-1800,Anekdote|Frauenliteratur,1,155611,0.0
1700-1800,Anleitung|Anatomie,1,155611,0.0
1700-1800,Anleitung|Astronomie,1,155611,0.0
1700-1800,Anleitung|Bücheranzeige,1,155611,0.0
1700-1800,Anleitung|Chirurgie,1,155611,0.0
1700-1800,Anleitung|Einführung,1,155611,0.0
1700-1800,Anleitung|Gartenbau|Ratgeber,1,155611,0.0
1700-1800,Anleitung|Geometrie,1,155611,0.0
1700-1800,Anleitung|Hausväterliteratur|Gartenbau,1,155611,0.0
1700-1800,Anleitung|Kochbuch|Bücheranzeige,1,155611,0.0
1700-1800,Anleitung|Kriegskunde,1,155611,0.0
1700-1800,Anleitung|Landwirtschaft|Hausväterliteratur,1,155611,0.0
1700-1800,Anleitung|Medizin,1,155611,0.0
1700-1800,Anleitung|Musterbuch,1,155611,0.0
1700-1800,Anleitung|Ratgeber|Gartenbau,1,155611,0.0
1700-1800,Anleitung|Ratgeber|Hausväterliteratur,1,155611,0.0
1700-1800,Anleitung|Ratgeber|Medizin,1,155611,0.0
1700-1800,Anleitung|Rechenbuch|Mathematik,1,155611,0.0
1700-1800,Anleitung|Reisebericht,1,155611,0.0
1700-1800,Anleitung|Schreibmeisterbuch,1,155611,0.0
1700-1800,Anleitung|Schulbuch,1,155611,0.0
1700-1800,Anleitung|Tabelle,1,155611,0.0
1700-1800,Anleitung|Traktat,1,155611,0.0
1700-1800,Anleitung|Vorlesungsverzeichnis,1,155611,0.0
1700-1800,Anleitung|Zoologie|Landwirtschaft,1,155611,0.0
1700-1800,Anstandsliteratur|Bücheranzeige,1,155611,0.0
1700-1800,Anstandsliteratur|Jagdliteratur|Bücheranzeige|Kochbuch,1,155611,0.0
1700-1800,Anstandsliteratur|Jugendbuch,1,155611,0.0
1700-1800,Anstandsliteratur|Kochbuch,1,155611,0.0
1700-1800,Anstandsliteratur|Rhetorik,1,155611,0.0
1700-1800,Anstandsliteratur|Satire,1,155611,0.0
1700-1800,Anstandsliteratur|Schreibmeisterbuch,1,155611,0.0
1700-1800,Anstandsliteratur|Sprichwortsammlung,1,155611,0.0
1700-1800,Anthologie|Altertumskunde|Lesebuch,1,155611,0.0
1700-1800,Anthologie|Biographie|Anekdote,1,155611,0.0
1700-1800,Anthologie|Briefsammlung,1,155611,0.0
1700-1800,Anthologie|Epigramm,1,155611,0.0
1700-1800,Anthologie|Fabel,1,155611,0.0
1700-1800,Anthologie|Gesellschaftsschrift|Bücheranzeige,1,155611,0.0
1700-1800,Anthologie|Grammatik,1,155611,0.0
1700-1800,Anthologie|Jugendbuch|Lyrik,1,155611,0.0
1700-1800,Anthologie|Liedersammlung|Lyrik,1,155611,0.0
1700-1800,Anthologie|Lyrik,1,155611,0.0
1700-1800,Anthologie|Rede,1,155611,0.0
1700-1800,Anthologie|Satire|Erotische Literatur,1,155611,0.0
1700-1800,Anthologie|Subskribentenliste,1,155611,0.0
1700-1800,Anthologie|Wörterbuch,1,155611,0.0
1700-1800,Anzeige|Amtsdruckschrift|Einblattdruck,1,155611,0.0
1700-1800,Anzeige|Bücheranzeige|Anleitung,1,155611,0.0
1700-1800,Anzeige|Chemie,1,155611,0.0
1700-1800,Anzeige|Regelsammlung,1,155611,0.0
1700-1800,Aphorismus|Anthologie,1,155611,0.0
1700-1800,Aphorismus|Bücheranzeige,1,155611,0.0
1700-1800,Architektur|Einführung,1,155611,0.0
1700-1800,Architektur|Festungsbau|Kriegskunde,1,155611,0.0
1700-1800,Architektur|Gartenbau,1,155611,0.0
1700-1800,Architektur|Gesellschaftsschrift,1,155611,0.0
1700-1800,Architektur|Handbuch|Gesellschaftsschrift,1,155611,0.0
1700-1800,Architektur|Mechanik,1,155611,0.0
1700-1800,Architektur|Preisschrift,1,155611,0.0
1700-1800,Architektur|Tabelle,1,155611,0.0
1700-1800,Archäologie|Altertumskunde|Preisschrift|Akademieschrift,1,155611,0.0
1700-1800,Archäologie|Mineralogie|Medizin,1,155611,0.0
1700-1800,Archäologie|Traktat,1,155611,0.0
1700-1800,Ars moriendi|Gebetbuch,1,155611,0.0
1700-1800,Ars moriendi|Ordensliteratur:Jesuiten,1,155611,0.0
1700-1800,Arzneibuch|Frauenliteratur|Kochbuch,1,155611,0.0
1700-1800,Arzneibuch|Frauenliteratur|Medizin,1,155611,0.0
1700-1800,Arzneibuch|Gynäkologie,1,155611,0.0
1700-1800,Arzneibuch|Medizin|Brief,1,155611,0.0
1700-1800,Arzneibuch|Medizin|Handbuch,1,155611,0.0
1700-1800,Arzneibuch|Pharmakopöe,1,155611,0.0
1700-1800,Arzneibuch|Seuchenschrift|Anzeige|Privileg,1,155611,0.0
1700-1800,Astrologie|Praktik,1,155611,0.0
1700-1800,Astronomie|Anleitung,1,155611,0.0
1700-1800,Astronomie|Anzeige,1,155611,0.0
1700-1800,Astronomie|Brief,1,155611,0.0
1700-1800,Astronomie|Frauenliteratur,1,155611,0.0
1700-1800,Astronomie|Gelegenheitsschrift,1,155611,0.0
1700-1800,Astronomie|Geometrie|Anleitung,1,155611,0.0
1700-1800,Astronomie|Jugendsachbuch,1,155611,0.0
1700-1800,Astronomie|Kolportageliteratur|Flugschrift,1,155611,0.0
1700-1800,Astronomie|Physik,1,155611,0.0
1700-1800,Astronomie|Rede,1,155611,0.0
1700-1800,Astronomie|Schulbuch,1,155611,0.0
1700-1800,Astronomie|Tabelle,1,155611,0.0
1700-1800,Astronomie|Vorlesung,1,155611,0.0
1700-1800,Atlas,1,155611,0.0
1700-1800,Atlas|Bücheranzeige,1,155611,0.0
1700-1800,Atlas|Geographie|Topographie|Jugendsachbuch,1,155611,0.0
1700-1800,Atlas|Kriegskunde,1,155611,0.0
1700-1800,Aufsatzsammlung,1,155611,0.0
1700-1800,Auktionskatalog|Katalog|Geldwesen,1,155611,0.0
1700-1800,Auktionskatalog|Mathematik,1,155611,0.0
1700-1800,AusstellungskatalogAusstellungskatalog,1,155611,0.0
1700-1800,Autobiographie|Bibliographie,1,155611,0.0
1700-1800,Autobiographie|Biographie,1,155611,0.0
1700-1800,Autobiographie|Kriegskunde,1,155611,0.0
1700-1800,Autobiographie|Reisebericht,1,155611,0.0
1700-1800,Autobiographie|Subskribentenliste,1,155611,0.0
1700-1800,Beichtspiegel,1,155611,0.0
1700-1800,Beichtspiegel|Gebetbuch|Gesangbuch,1,155611,0.0
1700-1800,Belletristische DarstellungFiktionale Darstellung,1,155611,0.0
1700-1800,Bergbau|Geologie,1,155611,0.0
1700-1800,Bergbau|Geometrie,1,155611,0.0
1700-1800,Bergbau|Mineralogie|Alchemie,1,155611,0.0
1700-1800,Bergbau|Rede,1,155611,0.0
1700-1800,Bergbau|Topographie|Chronik,1,155611,0.0
1700-1800,Bericht|Amtsdruckschrift,1,155611,0.0
1700-1800,Bericht|Amtsdruckschrift|Flugschrift,1,155611,0.0
1700-1800,Bericht|Erbauungsliteratur,1,155611,0.0
1700-1800,Bericht|Gelegenheitsschrift:Begrüßung,1,155611,0.0
1700-1800,Bericht|Schulprogramm,1,155611,0.0
1700-1800,Bericht|Statistik,1,155611,0.0
1700-1800,Bericht|Streitschrift:theol.,1,155611,0.0
1700-1800,Bestimmungsbuch,1,155611,0.0
1700-1800,Bibel|Agende,1,155611,0.0
1700-1800,Bibel|Erbauungsliteratur|Katechismus,1,155611,0.0
1700-1800,Bibel|Gebetbuch,1,155611,0.0
1700-1800,Bibel|Gesangbuch,1,155611,0.0
1700-1800,Bibel|Gesangbuch|Gebetbuch,1,155611,0.0
1700-1800,Bibel|Katechismus,1,155611,0.0
1700-1800,Bibel|Kommentar:|theol.,1,155611,0.0
1700-1800,Bibel|Psalter|Kommentar: theol.,1,155611,0.0
1700-1800,Bibliografie,1,155611,0.0
1700-1800,Bibliographie|Bibliothekskatalog,1,155611,0.0
1700-1800,Bibliographie|Buchhandelskatalog,1,155611,0.0
1700-1800,Bibliographie|Bücheranzeige,1,155611,0.0
1700-1800,Bibliographie|Genealogie,1,155611,0.0
1700-1800,Bibliographie|Grammatik,1,155611,0.0
1700-1800,Bibliographie|Kommentar: theol.,1,155611,0.0
1700-1800,Bibliographie|Mineralogie|Geologie,1,155611,0.0
1700-1800,Bibliographie|Schulprogramm,1,155611,0.0
1700-1800,Bibliographie|Streitschrift:jur.,1,155611,0.0
1700-1800,Bibliothekskatalog|Schulprogramm,1,155611,0.0
1700-1800,Bildband|Botanik,1,155611,0.0
1700-1800,Biografie|Chronik,1,155611,0.0
1700-1800,Biografie|Rede|Biographie,1,155611,0.0
1700-1800,Biographie|Altertumskunde,1,155611,0.0
1700-1800,Biographie|Anekdote,1,155611,0.0
1700-1800,Biographie|Anekdote|Bücheranzeige,1,155611,0.0
1700-1800,Biographie|Anthologie|Anekdote,1,155611,0.0
1700-1800,Biographie|Bibliographie|Predigtsammlung,1,155611,0.0
1700-1800,Biographie|Bibliographie|Schulprogramm,1,155611,0.0
1700-1800,Biographie|Bibliographie|Subskriptionsanzeige,1,155611,0.0
1700-1800,Biographie|Brief,1,155611,0.0
1700-1800,Biographie|Briefsammlung|Satire,1,155611,0.0
1700-1800,Biographie|Chronik|Gesellschaftsschrift,1,155611,0.0
1700-1800,Biographie|Elegie,1,155611,0.0
1700-1800,Biographie|Erlebnisbericht,1,155611,0.0
1700-1800,Biographie|Erlebnisbericht|Bücheranzeige,1,155611,0.0
1700-1800,Biographie|Erzählung,1,155611,0.0
1700-1800,Biographie|Flugschrift|Lyrik|Kolportageliteratur,1,155611,0.0
1700-1800,Biographie|Gebetbuch,1,155611,0.0
1700-1800,Biographie|Gelegenheitsschrift,1,155611,0.0
1700-1800,Biographie|Gelegenheitsschrift:Geburtstag,1,155611,0.0
1700-1800,Biographie|Gelegenheitsschrift:Gedenken|Brief,1,155611,0.0
1700-1800,Biographie|Gelegenheitsschrift:Jubiläum,1,155611,0.0
1700-1800,Biographie|Gelegenheitsschrift:Promotion,1,155611,0.0
1700-1800,Biographie|Gelegenheitsschrift|Bibliographie,1,155611,0.0
1700-1800,Biographie|Geographie,1,155611,0.0
1700-1800,Biographie|Kalender,1,155611,0.0
1700-1800,Biographie|Katalog,1,155611,0.0
1700-1800,Biographie|Katalog|Porträtwerk,1,155611,0.0
1700-1800,Biographie|Kolportageliteratur|Buchbinderanweisung,1,155611,0.0
1700-1800,Biographie|Kommentar|Traktat,1,155611,0.0
1700-1800,Biographie|Leichenpredigt,1,155611,0.0
1700-1800,Biographie|Lyrik,1,155611,0.0
1700-1800,Biographie|Mechanik,1,155611,0.0
1700-1800,Biographie|Medizin,1,155611,0.0
1700-1800,Biographie|Ordensliteratur:Zisterzienser,1,155611,0.0
1700-1800,Biographie|Predigtsammlung|Rede|Traktat|Briefsammlung,1,155611,0.0
1700-1800,Biographie|Predigt|Gelegenheitsschrift:Jubiläum,1,155611,0.0
1700-1800,Biographie|Pädagogik,1,155611,0.0
1700-1800,Biographie|Streitschrift,1,155611,0.0
1700-1800,Biographie|Traktat,1,155611,0.0
1700-1800,Biographie|Vorlesung,1,155611,0.0
1700-1800,Botanik|Einführung,1,155611,0.0
1700-1800,Botanik|Frauenliteratur,1,155611,0.0
1700-1800,Botanik|Landwirtschaft,1,155611,0.0
1700-1800,Botanik|Landwirtschaft|Gartenbau,1,155611,0.0
1700-1800,Botanik|Medizin|Arzneibuch,1,155611,0.0
1700-1800,Botanik|Vorlesungsverzeichnis,1,155611,0.0
1700-1800,Botanik|Zoologie,1,155611,0.0
1700-1800,Botanik|Zoologie|Landwirtschaft,1,155611,0.0
1700-1800,Botanik|Zoologie|Mineralogie,1,155611,0.0
1700-1800,Briefsammlung|Biographie|Bibliographie,1,155611,0.0
1700-1800,Briefsammlung|Erbauungsliteratur|Frauenliteratur,1,155611,0.0
1700-1800,Briefsammlung|Erlebnisbericht|Biographie,1,155611,0.0
1700-1800,Briefsammlung|Frauenliteratur,1,155611,0.0
1700-1800,Briefsammlung|Frauenliteratur|Erlebnisbericht,1,155611,0.0
1700-1800,Briefsammlung|Freimaurerliteratur,1,155611,0.0
1700-1800,Briefsammlung|Gelegenheitsschrift:Visitation,1,155611,0.0
1700-1800,Briefsammlung|Geologie,1,155611,0.0
1700-1800,Briefsammlung|Jugendbuch,1,155611,0.0
1700-1800,Briefsammlung|Kriegskunde,1,155611,0.0
1700-1800,Briefsammlung|Lyrik|Gelegenheitsschrift:Amtsantritt,1,155611,0.0
1700-1800,Briefsammlung|Satire|Subskribentenliste,1,155611,0.0
1700-1800,Briefsammlung|Streitschrift:polit.,1,155611,0.0
1700-1800,Briefsammlung|Streitschrift:theol.,1,155611,0.0
1700-1800,Briefsammlung|Streitschrift|Genealogie,1,155611,0.0
1700-1800,Briefsammlung|Subskribentenliste|Tabelle,1,155611,0.0
1700-1800,Briefsammlung|Topographie,1,155611,0.0
1700-1800,Briefsammlung|Topographie|Anekdote,1,155611,0.0
1700-1800,Briefsteller|Briefsammlung,1,155611,0.0
1700-1800,Briefsteller|Epik,1,155611,0.0
1700-1800,Briefsteller|Handbuch,1,155611,0.0
1700-1800,Briefsteller|Ratgeber,1,155611,0.0
1700-1800,Briefsteller|Schreibmeisterbuch|Ratgeber|Wörterbuch,1,155611,0.0
1700-1800,Brief|Astronomie,1,155611,0.0
1700-1800,Brief|Biographie,1,155611,0.0
1700-1800,Brief|Briefsteller,1,155611,0.0
1700-1800,Brief|Einblattdruck,1,155611,0.0
1700-1800,Brief|Erbauungsliteratur,1,155611,0.0
1700-1800,Brief|Flugschrift|Streitschrift:jur.,1,155611,0.0
1700-1800,Brief|Freimaurerliteratur|Frauenliteratur,1,155611,0.0
1700-1800,Brief|Gebet|Gelegenheitsschrift:Amtsantritt|Gelegenheitsschrift:Hochzeit,1,155611,0.0
1700-1800,Brief|Gelegenheitsschrift,1,155611,0.0
1700-1800,Brief|Gelegenheitsschrift:Abschied,1,155611,0.0
1700-1800,Brief|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Brief|Gelegenheitsschrift:Promotion,1,155611,0.0
1700-1800,Brief|Gelegenheitsschrift:Tod|Lyrik,1,155611,0.0
1700-1800,Brief|Gelegenheitsschrift:Tod|Streitschrift:theol.,1,155611,0.0
1700-1800,Brief|Geographie,1,155611,0.0
1700-1800,Brief|Kolportageliteratur,1,155611,0.0
1700-1800,Brief|Kommentar: theol.,1,155611,0.0
1700-1800,Brief|Lyrik|Gelegenheitsschrift,1,155611,0.0
1700-1800,Brief|Lyrik|Gelegenheitsschrift:Hochzeit,1,155611,0.0
1700-1800,Brief|Mathematik,1,155611,0.0
1700-1800,Brief|Mechanik,1,155611,0.0
1700-1800,Brief|Ordensliteratur|Streitschrift:theol.,1,155611,0.0
1700-1800,Brief|Rezension,1,155611,0.0
1700-1800,Brief|Satire,1,155611,0.0
1700-1800,Brief|Streitschrift:jur.,1,155611,0.0
1700-1800,Brief|Streitschrift:jur.|Amtsdruckschrift,1,155611,0.0
1700-1800,Brief|Streitschrift:theol.|Kommentar: theol.,1,155611,0.0
1700-1800,Brief|Streitschrift|Altertumskunde,1,155611,0.0
1700-1800,Brief|Streitschrift|Amtsdruckschrift,1,155611,0.0
1700-1800,Brief|Streitschrift|Rezension,1,155611,0.0
1700-1800,Buchbinderanweisung|Astronomie,1,155611,0.0
1700-1800,Bücheranzeige|Alchemie,1,155611,0.0
1700-1800,Bücheranzeige|Altertumskunde,1,155611,0.0
1700-1800,Bücheranzeige|Anleitung|Landwirtschaft,1,155611,0.0
1700-1800,Bücheranzeige|Autobiographie,1,155611,0.0
1700-1800,Bücheranzeige|Biographie,1,155611,0.0
1700-1800,Bücheranzeige|Briefsammlung,1,155611,0.0
1700-1800,Bücheranzeige|Briefsammlung|Reisebericht,1,155611,0.0
1700-1800,Bücheranzeige|Briefsteller,1,155611,0.0
1700-1800,Bücheranzeige|Chronik|Schulbuch,1,155611,0.0
1700-1800,Bücheranzeige|Drama,1,155611,0.0
1700-1800,Bücheranzeige|Epik|Lyrik,1,155611,0.0
1700-1800,Bücheranzeige|Erbauungsliteratur|Lyrik,1,155611,0.0
1700-1800,Bücheranzeige|Erbauungsliteratur|Ordensliteratur:Jesuiten,1,155611,0.0
1700-1800,Bücheranzeige|Fabel,1,155611,0.0
1700-1800,Bücheranzeige|Flugschrift,1,155611,0.0
1700-1800,Bücheranzeige|Frauenliteratur,1,155611,0.0
1700-1800,Bücheranzeige|Frauenliteratur|Medizin,1,155611,0.0
1700-1800,Bücheranzeige|Gebetbuch,1,155611,0.0
1700-1800,Bücheranzeige|Gelegenheitsschrift:Visitation,1,155611,0.0
1700-1800,Bücheranzeige|Grammatik,1,155611,0.0
1700-1800,Bücheranzeige|Gynäkologie,1,155611,0.0
1700-1800,Bücheranzeige|Handbuch,1,155611,0.0
1700-1800,Bücheranzeige|Handbuch|Landwirtschaft,1,155611,0.0
1700-1800,Bücheranzeige|Hausväterliteratur,1,155611,0.0
1700-1800,Bücheranzeige|Jugendbuch,1,155611,0.0
1700-1800,Bücheranzeige|Jugendbuch|Erbauungsliteratur,1,155611,0.0
1700-1800,Bücheranzeige|Kriegskunde,1,155611,0.0
1700-1800,Bücheranzeige|Landwirtschaft,1,155611,0.0
1700-1800,Bücheranzeige|Lyrik|Liedersammlung,1,155611,0.0
1700-1800,Bücheranzeige|Mathematik|Schulbuch,1,155611,0.0
1700-1800,Bücheranzeige|Medizin|Handbuch,1,155611,0.0
1700-1800,Bücheranzeige|Medizin|Traktat,1,155611,0.0
1700-1800,Bücheranzeige|Mineralogie,1,155611,0.0
1700-1800,Bücheranzeige|Musiknoten|Einführung,1,155611,0.0
1700-1800,Bücheranzeige|Predigtsammlung,1,155611,0.0
1700-1800,Bücheranzeige|Ratgeber,1,155611,0.0
1700-1800,Bücheranzeige|Ratgeber|Landwirtschaft,1,155611,0.0
1700-1800,Bücheranzeige|Ratgeber|Medizin,1,155611,0.0
1700-1800,Bücheranzeige|Rede,1,155611,0.0
1700-1800,Bücheranzeige|Regelsammlung,1,155611,0.0
1700-1800,Bücheranzeige|Reisebericht,1,155611,0.0
1700-1800,Bücheranzeige|Sage,1,155611,0.0
1700-1800,Bücheranzeige|Streitschrift,1,155611,0.0
1700-1800,Bücheranzeige|Streitschrift:polit.,1,155611,0.0
1700-1800,Bücheranzeige|Topographie,1,155611,0.0
1700-1800,Bücheranzeige|Verkaufskatalog,1,155611,0.0
1700-1800,Bücheranzeige|Verordnung,1,155611,0.0
1700-1800,Bücheranzeige|Wörterbuch,1,155611,0.0
1700-1800,Bücheranzeige|Wörterbuch|Handbuch,1,155611,0.0
1700-1800,Chemie|Alchemie|Medizin,1,155611,0.0
1700-1800,Chemie|Bergbau,1,155611,0.0
1700-1800,Chemie|Botanik|Medizin,1,155611,0.0
1700-1800,Chemie|Bücheranzeige,1,155611,0.0
1700-1800,Chemie|Einblattdruck,1,155611,0.0
1700-1800,Chemie|Handbuch,1,155611,0.0
1700-1800,Chemie|Medizin|Alchemie,1,155611,0.0
1700-1800,Chemie|Medizin|Gesellschaftsschrift,1,155611,0.0
1700-1800,Chemie|Ordensliteratur:Benediktiner|Traktat|Alchemie,1,155611,0.0
1700-1800,Chemie|Physik,1,155611,0.0
1700-1800,Chemie|Subskribentenliste,1,155611,0.0
1700-1800,Chemie|Tabelle|Gesellschaftsschrift,1,155611,0.0
1700-1800,Chemie|Tiermedizin,1,155611,0.0
1700-1800,Chemie|Traktat,1,155611,0.0
1700-1800,Chemie|Vorlesungsverzeichnis,1,155611,0.0
1700-1800,Chirurgie|Brief,1,155611,0.0
1700-1800,Chirurgie|Briefsammlung,1,155611,0.0
1700-1800,Chirurgie|Handbuch,1,155611,0.0
1700-1800,Chirurgie|Medizin|Seuchenschrift,1,155611,0.0
1700-1800,Chirurgie|Verordnung,1,155611,0.0
1700-1800,Chirurgie|Vorlesung,1,155611,0.0
1700-1800,Chronik|Altertumskunde|Schulbuch,1,155611,0.0
1700-1800,Chronik|Bibliographie,1,155611,0.0
1700-1800,Chronik|Biographie|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Chronik|Epos,1,155611,0.0
1700-1800,Chronik|Gelegenheitsschrift,1,155611,0.0
1700-1800,Chronik|Genealogie,1,155611,0.0
1700-1800,Chronik|Genealogie|Tabelle,1,155611,0.0
1700-1800,Chronik|Geographie,1,155611,0.0
1700-1800,Chronik|Geologie,1,155611,0.0
1700-1800,Chronik|Gesellschaftsschrift|Tabelle,1,155611,0.0
1700-1800,Chronik|Hochschulschrift,1,155611,0.0
1700-1800,Chronik|Kommentar: polit.,1,155611,0.0
1700-1800,Chronik|Kriegskunde,1,155611,0.0
1700-1800,Chronik|Lied|Lyrik|Predigt,1,155611,0.0
1700-1800,Chronik|Ordensliteratur:Franziskaner,1,155611,0.0
1700-1800,Chronik|Regesten,1,155611,0.0
1700-1800,Chronik|Schulprogramm,1,155611,0.0
1700-1800,Chronik|Streitschrift,1,155611,0.0
1700-1800,Chronik|Tabelle,1,155611,0.0
1700-1800,Chronik|Topographie|Biographie,1,155611,0.0
1700-1800,Chronik|Topographie|Traktat,1,155611,0.0
1700-1800,Dissertation:jur.|Hochschulschrift,1,155611,0.0
1700-1800,Dissertation:med.|Botanik,1,155611,0.0
1700-1800,Dissertation:phil.|Preisschrift,1,155611,0.0
1700-1800,Dissertation:phil.|Traktat|Dissertation,1,155611,0.0
1700-1800,Dissertation:theol.|Dissertation,1,155611,0.0
1700-1800,Dissertation:theol.|Hochschulschrift,1,155611,0.0
1700-1800,Dissertation|Schulprogramm,1,155611,0.0
