obj_id,title,dates,dc_type,silver_tier,era,all_tokens,ddb_link
OWQFKNLMKTR2SHZ5ED33PK6K52LIRWZR,Pädagogische Zustände,1843,Aufsatz,0,19th-c,2,https://www.deutsche-digitale-bibliothek.de/item/OWQFKNLMKTR2SHZ5ED33PK6K52LIRWZR
EUEXIFEXC7BUASSIKVOLBAXKVY66IJX2,"Fabritius, Karl Moritz Eduard: Denkmahl Pauls Sarpi / von Karl Moriz Fabritius. - Leipzig : Fleischer, 1791",1793,Aufsatz,2,1700-1800,21,https://www.deutsche-digitale-bibliothek.de/item/EUEXIFEXC7BUASSIKVOLBAXKVY66IJX2
DVRFKGISON7GC3FVPYXDQO7IJQHGWUDJ,Wie der Tewrdanck auf dem Gemsen Zeid am durchlassen der wynndt erhub und überausz wolt geworffen haben des Er sich aber durch sein schicklichhait enthielt,1517,Abschnitt,0,pre-1700,25,https://www.deutsche-digitale-bibliothek.de/item/DVRFKGISON7GC3FVPYXDQO7IJQHGWUDJ
KLXGHZJDUVAKELB7UCQPBBTRGP3XT4D5,"Einige Beyträge zur allgemeinen Heilmittellehre, als Programm bey Eröffnung seiner Vorlesungen im Sommersemester 1823 / Johann Jacob Hergenröther. - Würzburg, 1823",1823,Aufsatz,2,19th-c,24,https://www.deutsche-digitale-bibliothek.de/item/KLXGHZJDUVAKELB7UCQPBBTRGP3XT4D5
MDBJSX3DFUNEEJ6MNAGSIVDOXV6IZ227,Leich-Predigt : Bey Christlicher Beerdigung Der Weyland Wohl-Edlen/ Groß- Ehr und Tugendreichen Frauen Elisabeth Margarethen Struven/ Des ... Herrn Anthon Dollen/ Gräffl. Schaumburg-Lippischen Rahts und Schaumb. Land-Rentmeisters hinterlassener Witwen/ Welche Anno 1679. den 9. Septembris sehlig ... verschieden und den 15. eiusdem in ihr Ruh-Kämmerlein zum Stadthagen ist beygesetzet/ Gehalten,1680,Leichenpredigt|Monografie,1,pre-1700,57,https://www.deutsche-digitale-bibliothek.de/item/MDBJSX3DFUNEEJ6MNAGSIVDOXV6IZ227
S4SOAA6RBKBPWWDZEWPMHBJ3SS64IAYC,Folgen schöne Sprüche der lieben Väter ...,1585,Kapitel,0,pre-1700,7,https://www.deutsche-digitale-bibliothek.de/item/S4SOAA6RBKBPWWDZEWPMHBJ3SS64IAYC
AULZTBE6BIM4QTE6LV4TZ4YMCU5SYNV4,"Bey dem Grabe Des weyland Wohl-Ehrwürdigen, Großachtbaren und Hochgelahrten Herrn/ Herrn M. Christoph Sommers, Der Gemeine Christi in Oihs über funffzig Jahr Treu-verdienten Pastoris, Einer Ehrwürdigen Priesterschafft im Fürstenthum Liegnitz ersten und andern Cräyses Hochansehnlichen Senioris ... Stellte Denselben den 14. Jul. 1717. an heilger Stäte zu Oihs Jn einer schlechten Trauer-Rede Aus denen von Jhm selbst hierzu verordneten Paulinischen Worten I. Cor. XV. v. 10 Vor ... Denen säm[m]tlich betrübten Hinterlassenen Zum Troste, Dem Wohlsel. Hn. Seniori aber zum rühmlichen Andencken, Der werthesten Sommerischen Familie ...",1718,Leichenpredigt|Monografie,0,1700-1800,101,https://www.deutsche-digitale-bibliothek.de/item/AULZTBE6BIM4QTE6LV4TZ4YMCU5SYNV4
KTRSLR77K24HUUOUR6MBZGU6NANAHXPG,Nachricht von der Stadt Augspurg,1718,Monografie,0,1700-1800,5,https://www.deutsche-digitale-bibliothek.de/item/KTRSLR77K24HUUOUR6MBZGU6NANAHXPG
YMVRH3NVBPNJP3JK2RPALP56DC4YAAJV,Zwantzigste Beweisung. Wieder Neunzehende Nachsinnung ...,1672,Kapitel,0,pre-1700,7,https://www.deutsche-digitale-bibliothek.de/item/YMVRH3NVBPNJP3JK2RPALP56DC4YAAJV
34YYTL424JSTXBEWNMEUC2PM4GJ2DE6I,"Herzliches Anliegen Und Herzliches Vergnügen : Welches Die ... Fraue Kunigunda Margreta Gograven Des ... Herrn Danielis vom Busch/ Med. Doct. und berühmten Practici, auch Vornehmen Raths-Verwandten allhie zu Minden/ Hertz-liebster Eh-Schazz/ Bei ihr empfund Da sie am 29. Ian. dieses 1663. Jahrs ... einschlieff",1663,Leichenpredigt|Monografie,1,pre-1700,52,https://www.deutsche-digitale-bibliothek.de/item/34YYTL424JSTXBEWNMEUC2PM4GJ2DE6I
UAJITIFB3R5ZWEIPOXRTRMWBCLHY7EET,Vier und zwantzigstes Capitel. Von Verlierung der Reichs-Standschafft,1731,Kapitel,0,1700-1800,9,https://www.deutsche-digitale-bibliothek.de/item/UAJITIFB3R5ZWEIPOXRTRMWBCLHY7EET
STAMYWTVZOO3JZDIM2KYFRAMCVL55JV5,"Eyn huebsch Geystlich || Liedt, von den siben gezeyten || des Tags, Patris Sapi-||entia genandt.||",1560,Lied|Monografie,0,pre-1700,17,https://www.deutsche-digitale-bibliothek.de/item/STAMYWTVZOO3JZDIM2KYFRAMCVL55JV5
G5D7U5ZTMZTY3YYDCZDUIVNQW7GJURWY,"Die Göttliche Parentation, über den seeligen Tod Der Gerechten und Heiligen Leute Aus den beweglichen Worten Esaiæ cap. LVII. v. 1.2. Bey Christlicher und ansehnlicher Erdbestattunge Des weyland Wol- Ehrwürdigen und Wolgelahrten Herrn Petri Valentini Coltmanns/, Treufleißigen und wolverdienten Pastoris und Seelensorgers der Christlichen Gemeine zu Gevensleben, Als dessen ... Seele den 28. Januarii Anno 1704. durch einen ... Tod von dessen gebrechlichen Leibe ab",1704,Leichenpredigt|Monografie,0,1700-1800,71,https://www.deutsche-digitale-bibliothek.de/item/G5D7U5ZTMZTY3YYDCZDUIVNQW7GJURWY
DKHJSKUJZSSMORCO7GA2CDRZEHL6J3NC,"Trifolium Consolatorium, Oder Dreyfacher Hertzens-Trost Christlicher Eltern/ und anderer betrübten Seelen : Aus den Worten Pauli/ Rom. 14. vers. 7. 8. 9. Unser Keiner [et]c. In einer einfältigen Leichen-Predigt/ Als Des ... Pauli Höpners/ S.S. Theol. Licentiati, der Kirchen zu Leißnig ... Pastoris und Superintendentis einiges ... Söhnlein Johann Paulus Höpner/ Welches den 14. Novembr. dieses ... 1649 Jahres ... sein Leben selig beschlossen/ den folgenden 18 Nov. ... zur Ruhe gebracht worden ... mitgetheilet",1650,Leichenpredigt|Monografie,1,pre-1700,90,https://www.deutsche-digitale-bibliothek.de/item/DKHJSKUJZSSMORCO7GA2CDRZEHL6J3NC
MMKC2JUYYKVQAGPEQRG5H6XGANJXQMZI,"Teutsche Staats-Geographie :Jn welcher Aller Europaeischen Potentaten und Republiqven Königreiche, Hertzog- und Fürstenthümer, Landschafften, Provintzen ... und erfolgten Veränderungen; Jngleichen Denen Namen der bißherigen Regenten ... vorgestellet werden",1687,Monografie,0,pre-1700,33,https://www.deutsche-digitale-bibliothek.de/item/MMKC2JUYYKVQAGPEQRG5H6XGANJXQMZI
KUWJJ25SA2SJHBI2YZRCWNTRDIQKPDWH,II. Bausteine zur Bildung des Herzens und des Charakters,1893,Kapitel,0,19th-c,9,https://www.deutsche-digitale-bibliothek.de/item/KUWJJ25SA2SJHBI2YZRCWNTRDIQKPDWH
TE4ZACIWSAICASOWQWIEOOSVWE4A6L7H,Holzrohstoffbilanz Deutschland :Entwicklungen und Szenarien des Holzaufkommens und der Holzverwendung von 1987 bis 2015,2012,Monografie,1,modern,15,https://www.deutsche-digitale-bibliothek.de/item/TE4ZACIWSAICASOWQWIEOOSVWE4A6L7H
XS25ASYHTOIW2B36AGBPIPA47JSVDMH2,1930/31: Bericht über das Schuljahr ... / Gymnasium zu Stralsund. - 1930/31,1931,Band,2,modern,18,https://www.deutsche-digitale-bibliothek.de/item/XS25ASYHTOIW2B36AGBPIPA47JSVDMH2
MAHJBNAI76EGOTMRPG3OGMY5ZY4O66GE,O Der betrübten Stund! In der Ich tausend Trähnen ...,1650,Abschnitt,0,pre-1700,11,https://www.deutsche-digitale-bibliothek.de/item/MAHJBNAI76EGOTMRPG3OGMY5ZY4O66GE
CHNTT4SRAYHFNMZ5AQLUXTRETNTYQWIP,Vorsatz,1730,Kapitel,0,1700-1800,1,https://www.deutsche-digitale-bibliothek.de/item/CHNTT4SRAYHFNMZ5AQLUXTRETNTYQWIP
TKB3BCDSR4PL7EJPXMQVFVJPY3UXKNYG,Ein ander Gesang. ||,1560,Lied|Beigefügtes oder enthaltenes Werk,0,pre-1700,5,https://www.deutsche-digitale-bibliothek.de/item/TKB3BCDSR4PL7EJPXMQVFVJPY3UXKNYG
BYOTTJYITZ346M36XJTEVIXQSAEDFL2Q,"Iphofen :Vortrag, gehalten am 8. Mai 1898",1898,Monografie,1,19th-c,9,https://www.deutsche-digitale-bibliothek.de/item/BYOTTJYITZ346M36XJTEVIXQSAEDFL2Q
ZAUIICGZIBQVM7B7GO4AS6QFI2KZLKDW,B 18. a) Decretum Ampliss. Senatus vom 28 Dec. 1770.,1772,Abschnitt,0,1700-1800,13,https://www.deutsche-digitale-bibliothek.de/item/ZAUIICGZIBQVM7B7GO4AS6QFI2KZLKDW
JZ5L45KXZEMFUNOC3E3JKSUBO3JPUZDH,Titul. XX. Von dem Beweiß einer Gewohnheit durch Advocaten.,1694,Abschnitt,0,pre-1700,12,https://www.deutsche-digitale-bibliothek.de/item/JZ5L45KXZEMFUNOC3E3JKSUBO3JPUZDH
RQCWXXTRA4PUJF4G775R4JHVBVVACNHV,Ein schœn new || Lied/ von dem Bruder || Conradt/ Geist=||lich.||,1560,Lied|Monografie,0,pre-1700,13,https://www.deutsche-digitale-bibliothek.de/item/RQCWXXTRA4PUJF4G775R4JHVBVVACNHV
F62ZJMBBE7VIKRESQ42HGNU5HM2LC42A,"[Sammelrezension:] 1) Abendgenossen von Gustav Schilling. Erster Theil. 263 S. Zweyter Theil. 208 S. Zweyte verbesserte Auflage. Dresden bey Arnold. 1814. 8. --- 2) Irrlichter von Demselben. Erster Theil. 166 S. Zweyter Theil. 184 S. Dritter Theil. 204 S. Ebendaselbst. 1813. 8. --- 3) Das Orakel, oder drey Tage aus Magdalenens Leben. Von Demselben. 163 S. Ebendaselbst. 1814. 8.",1815,Aufsatz,1,19th-c,78,https://www.deutsche-digitale-bibliothek.de/item/F62ZJMBBE7VIKRESQ42HGNU5HM2LC42A
ZZ3WHVL4UDMPOPG7BIAR3JT2GC4AJMFA,"Von Gottes Gnaden Friderich, König von Preussen, [et]c. [et]c. [et]c. Unsern gnädigen Gruß zuvor. Würdiger, Wohlgebohrner, Veste und Hochgelahrte Räthe, Liebe Getreue! Da unter den, wegen unbefugter Schriftstellerey, Aufwieglung der Unterthanen und dabey verübten groben Plackereyen, nach Unserer Allerhöchsten Cabinets-Ordre vom 8. August c. zur Untersuchung und Strafe gezogenen Personen sich öfters Leute befinden, welche nach ausgestandener Strafzeit, weil sie aus Unwissenheit oder Faulheit sich auf andere erlaubte Art in der Welt nicht fort zu bringen wissen, zu diesem verbothenen Metier abermals greifen, und solchergestalt die Absicht der Strafen in Ansehung ihrer vereiteln; so haben wir unterm 14. hujus Allerhöchst Selbst festzusetzen geruhet ... : Gegeben Berlin, den 23sten October 1780. Auf Sr. Königl. Majestät allergnädigsten Special-Befehl",1780,Verordnung|Einblattdruck|Monografie,1,1700-1800,144,https://www.deutsche-digitale-bibliothek.de/item/ZZ3WHVL4UDMPOPG7BIAR3JT2GC4AJMFA
U6B3JU2S7K3CQG4CBHZSDDVZXYVXQ5FX,Musikalische Anzeige,1795,Subskriptionsanzeige|Einblattdruck|Monografie,0,1700-1800,2,https://www.deutsche-digitale-bibliothek.de/item/U6B3JU2S7K3CQG4CBHZSDDVZXYVXQ5FX
XIPQZOTIDVLXGPQZWKPMV4JIABTWWTFU,"Da sicherm Vernehmen nach von fremden heimlichen Werbern das schädliche Werbungstreiben und das heimliche Recrutentransportiren durch hiesige Herzogthümer nach Cuxhafen ... fortgesetzet werden soll ... : Stade, den 14. Aug. 1798",1798 - ,Einblattdruck|Amtsdruckschrift|Monografie,1,unknown,32,https://www.deutsche-digitale-bibliothek.de/item/XIPQZOTIDVLXGPQZWKPMV4JIABTWWTFU
H6YHP5TBNO5HYPI7XFUK7HNK7BCKRI3I,Ist nicht Ephraim mein thewrer Sohn,1623,Musik,0,pre-1700,6,https://www.deutsche-digitale-bibliothek.de/item/H6YHP5TBNO5HYPI7XFUK7HNK7BCKRI3I
OZW4EYFWX2DV5HPTIVGH2Q5KZJL7ZTCS,"P.S. 1mum. Auch [et]c. ist an dem, daß, da Commissarien und Beamte von denen diesen oder jenen Unterthanen betroffenen Unglücks-Fällen nicht allemal de propria scientia ein Zeugniß zu geben vermögen ... : Hannover, den 15. Junii 1745 ; An alle Land-Commissarien und Beamte im Fürstenthum Lüneburg",1745 - ,Amtsdruckschrift|Einblattdruck|Monografie,1,unknown,53,https://www.deutsche-digitale-bibliothek.de/item/OZW4EYFWX2DV5HPTIVGH2Q5KZJL7ZTCS
XUWNO2BFQV7HX6JIMGFYZQ4DMKHLM5Y3,Die Befreyung von Theben : Ein Trauerspiel in fünf Aufzügen / Christian Felix Weiße,1776,Beigefügtes oder enthaltenes Werk,1,1700-1800,14,https://www.deutsche-digitale-bibliothek.de/item/XUWNO2BFQV7HX6JIMGFYZQ4DMKHLM5Y3
CHBDWSAAL6Y4YHXNAXVJ2QVPFX5RM5TH,Das 53. Capittel Jesaia,1690,Kapitel,0,pre-1700,4,https://www.deutsche-digitale-bibliothek.de/item/CHBDWSAAL6Y4YHXNAXVJ2QVPFX5RM5TH
UB6G6PTXD5FADRA6KRLIYTXZ5ZUQIBHG,Wohlthätigkeitsanstalten.,1879,Kapitel,0,19th-c,2,https://www.deutsche-digitale-bibliothek.de/item/UB6G6PTXD5FADRA6KRLIYTXZ5ZUQIBHG
VOS5L5AS4S4XNLQTOTEOSYFBADF24ORX,Wahre Erzählung vom Ursprung der Vier Brüder-Säule in der Capornschen Heyde : nach Anleitung der vom vormaligen Doctor der Königsbergschen Academie Cölestinus Kowalewsky den 15. März im Jahr 1738 ... hievon bekannt gemachten Nachricht ... hat die Königl. Ostpreußische Krieges- und Domainen-Cammer zum Denkmal dieser Geschichte die verfallene Vier Brüder-Säule ... im Jahr 1784. wieder aufrichten lassen,1784,Erzählung|Monografie,1,1700-1800,58,https://www.deutsche-digitale-bibliothek.de/item/VOS5L5AS4S4XNLQTOTEOSYFBADF24ORX
ED4CCGDCFZLQH5NC5CQYVEMRGI3GBXCB,"D. Franz Dominicus Häberlins, Herzogl. Braunschweig-Lüneburg. Geheimen-Justitz-Raths, ersten Lehrers der Rechte, des Teutschen Staats-Rechtes und der Geschichte auf der Julius-Carls-Universität zu Helmstedt, Teutsche Reichs-Geschichte. 3",1774,Band,0,1700-1800,32,https://www.deutsche-digitale-bibliothek.de/item/ED4CCGDCFZLQH5NC5CQYVEMRGI3GBXCB
FFIHQ3EWVSA7F7CLSNKVC5D2NJISQUQH,Begriff eines wohleingerichteten StaatsKalenders: [...],1794,Abschnitt,0,1700-1800,8,https://www.deutsche-digitale-bibliothek.de/item/FFIHQ3EWVSA7F7CLSNKVC5D2NJISQUQH
TRTHV3C5M4DTTOL3GC5SWWQSNFAJFKOT,"Unsere [et]c. Es ist zur Anzeige gekommen, daß die in dem Edikte vom 18ten December 1672 und der Declaration vom 10ten Septemb. 1695 enthaltene Vorschriften, daß alle in den Pfarr-Wittwen-Häusern wohnende Häuslinge für ihr Vieh welches sie halten und auf die gemeine Weide treiben Vieh-Schatz und Contribution entrichten sollen, im dortigen Fürstenthume nicht gleichförmig befolgt werden, und finden Wir es demnach nöthig, die in erwehnten Verordnungen festgesetzten Vorschriften hiemit zu erneuern ... : Hannover den 5ten Junius 1798 ; An Land-Commissarien und Beamte des Fürstenthums Lüneburg",1798 - ,Einblattdruck|Verordnung|Monografie,1,unknown,95,https://www.deutsche-digitale-bibliothek.de/item/TRTHV3C5M4DTTOL3GC5SWWQSNFAJFKOT
SJK742SLZODQWBXGTFILW4L42V7OT3BA,"Kessler, Wolfgang, Alternative im Kapitalismus oder Alternative zum Kapitalismus : Materialien zu einer ""alten"" Frage, die sich nach dem Zusammenbruch des real existierenden Sozialismus neu stellt. / hrsg. von Wolfgang Kessler. - 1. Aufl : Oberursel, 1991. - 56 S (Publik-Forum : Materialmappe) ; Kessler, Wolfgang, Geld, Zins und Gewissen : neue Formen im Umgang mit Geld / hrsg. von Wolfgang Kessler. Mitarb.: Bettina Lutze; Günter Wiegand. - 1. Aufl : Oberursel, 1993. - 52 S : graph. Darst ; 30 cm ; Kessler, Wolfgang, Aufbruch zu neuen Ufern : ein Manifest für eine sozial-ökologische Wirtschaftsdemokratie / Wolfgang Kessler. Zur Diskussion gestellt von d. Heinrich-Böll-Stiftung. - 1. Aufl. : Oberursel, 1990. - 202 S.",2019,Monografie,2,modern,140,https://www.deutsche-digitale-bibliothek.de/item/SJK742SLZODQWBXGTFILW4L42V7OT3BA
DBJZRPZ6TXSSHS3U3SJXV3XN7ETFDGTE,"St. Beninus Martyrer :Welchen Jn einer schuldigen Lob- vnnd Ehrnred Auff einem Syg-fahnen Bey überbringung, vnnd großansehlicher Einbegleitung seines zu Rom newlich erfundenen vnnd erhebten heiligen Leibs mit hochfeyrtäglicher Frewdenfest-Begängnuß (wie zu end diser Predig mit mehrern denckwürdigen Vmbständ beschriben wird) in dem weitberühmbten, Hoch-Lobwürdigen Gottshauß, vnnd Premonstratenser-Abbtey der Regulirten Chorherren St. Norberti zu Steingaden, Den 10. Tag Augusti, im Jahr 1664. zu Trost vnd Lehr aller betrübten vnnd kleinmütigen Hertzen außgebreitet, geschwungen, vnd vorgestelt hat Der Ehrwürdige P. F. Andreas von S. Theresia Barfüssiger Carmeliter, vnd Ordinari-Prediger zu München",1664,Monografie,1,pre-1700,101,https://www.deutsche-digitale-bibliothek.de/item/DBJZRPZ6TXSSHS3U3SJXV3XN7ETFDGTE
WNPL5D5LGUYANVHDFZBATHFFQE4QKTUZ,"Militär-Wochenblatt :unabhängige Zeitschrift für die deutsche  Wehrmacht. 11, 11. 1826",1826,Heft,1,19th-c,14,https://www.deutsche-digitale-bibliothek.de/item/WNPL5D5LGUYANVHDFZBATHFFQE4QKTUZ
LXLDGQ2ASCWL65D4ENVDKTSPGBBE32U3,Fühnisches Interscenium Der Schwedischen Krieges Tragoedien : Geschrieben auß Utopia,1660,Satire|Flugschrift|Monografie,0,pre-1700,10,https://www.deutsche-digitale-bibliothek.de/item/LXLDGQ2ASCWL65D4ENVDKTSPGBBE32U3
6H7YAKW5L5M6ISJHH2RETBN4FKSMTKIR,"Ihre Churfürstliche Durchlauchtigkeit Die Churfürstin, An Seine Churfürstliche Durchlautigkeit, Uber Dero Geburts- und Ihren eigenen Namens-Tag, Das beyde auff einen Tag Den 6. Febr. allezeit einfallen ...",1688,Monografie,0,pre-1700,31,https://www.deutsche-digitale-bibliothek.de/item/6H7YAKW5L5M6ISJHH2RETBN4FKSMTKIR
ZJ4JG6RHB2IHHRM5IU5HSBVOLH7ZNVC3,Straßenverkehrsunfälle mit Personenschaden Juni 1981 : Lfd. Nr. 29,1981,Heft,1,modern,10,https://www.deutsche-digitale-bibliothek.de/item/ZJ4JG6RHB2IHHRM5IU5HSBVOLH7ZNVC3
JHJ3MVVAWRFMCXR3XK7SAVJK4PT3HH5T,"Rom und Jerusalem, die letzte Nationalitätsfrage : Briefe und Noten / von M. Hess. Mit e. Bilde d. Verf. u. e. Vorr. von [Max Isidor] Bodenheimer",1899,Monograph,1,19th-c,32,https://www.deutsche-digitale-bibliothek.de/item/JHJ3MVVAWRFMCXR3XK7SAVJK4PT3HH5T
C47DPWKKGJPPPK3LCKT4OHONWOL4UPWG,Kräfftige Hertzsterckung Für betrübte Eltern/ uber den früezeitigen Todt ihrer frommen lieben Kinderlein: Aus den sehr trostreichen Worten des Herrn Jesu/ Luc. 8. Weinet nicht/ das Mägdlein ist nicht todt/ sondern es schläffet : In einer sehr Volckreichen Leichpredigt/ Bey sepultur der Tugendsamen Jungfrawen Marien/ Des ... Alexandri Thielens/ Bürgers und Beckers in Dieben ... Tochter: So den 30. Octobris Anni 1625 ... geschehen,1625 - ,Leichenpredigt|Monografie,1,unknown,74,https://www.deutsche-digitale-bibliothek.de/item/C47DPWKKGJPPPK3LCKT4OHONWOL4UPWG
SJPQLE47AU3ZMVMOC3FQVTLQGMKELL7W,Vom 3. Blat der grossen Welt dem Element des Lufft.,1688,Kapitel,0,pre-1700,11,https://www.deutsche-digitale-bibliothek.de/item/SJPQLE47AU3ZMVMOC3FQVTLQGMKELL7W
6FAVZ4JHT6IHQ5KHHSK2SZA2RBRA7E4S,"Memorial Für die Hrrren Courtin und Barillon, Der Königlichen Majestät in Franckreich Ambassadeurs, und Plenipotentiarii, oder Gevollmächtigte zu den Friedens-Tractaten zu Cölln :Aus dem Niederländischen ins Teutsche übersetzet",1674,Monografie,0,pre-1700,32,https://www.deutsche-digitale-bibliothek.de/item/6FAVZ4JHT6IHQ5KHHSK2SZA2RBRA7E4S
4SCRCX5YCR6Q6YM3J5RNHJWJK22PZOE3,Wahrer Christen Buße/ und Rewe/ Schild/ und Helm/ Trotz und Frewdigkeit/ Jammer und Elend : Bei des ... Herrn Hans Christophen von Erffa/ uff Sontheimb und Weidhausen/ Fürstl. Sächs. hochwolverordneten Hoff- und Justitien-Raths allhier/ Welcher den 6. Maii Anno 1663 ... verschieden/ und den 18. Eiusdem ... in seine Ruhekammer gebracht worden/,1663,Leichenpredigt|Monografie,1,pre-1700,64,https://www.deutsche-digitale-bibliothek.de/item/4SCRCX5YCR6Q6YM3J5RNHJWJK22PZOE3
UNPSZIA6RCXMGMF3Z5LA2PYW4FHRK53F,"Wahre Eigenschafften recht-Gottseeliger Menschen Von Dem Außerkohrnen unter den Kindern Israel/ dem Mann nach dem Hertzen Gottes/ David/ in dem LXIII. Psalm/ vs. 6. 7. 8. 9. gar eigendlich abgebildet : Bey ... Leich-Begängnuß Der ... Fr. Anna Agneß gebohrnen Haußbrandinn/ Des ... Herrn Johann Steinigern/ genand von Schönkirch ... Ministri und Residenten, Hertzliebsten Ehegenossen: Welche den 3. Martii ... entschlaffen/ und den 24. desselben ... in der hiesigen Königl. Hauptkirchen S. Petri ... beygesetzet worden",1664,Leichenpredigt|Monografie,0,pre-1700,87,https://www.deutsche-digitale-bibliothek.de/item/UNPSZIA6RCXMGMF3Z5LA2PYW4FHRK53F
DK4FOUUBQDVDI2KV27NCNHNHJZIFB3WW,Wunder-Spiel Gottes im Verstecken Und des Glaubens im Entdecken/ Aus Hiob. X. 13. Bey ansehnlicher Leich-Bestätigung Der ... Frauen Dorotheen Sophien/ gebohrner Fromholdin/ Seel. Herrn Heinrich Bergmans ... nachgelassener Fr. Wittib/ Als ihr verblichener Cörper am 6. Sept. ... in sein Ruh-Kämmerlein gebracht ward ...,1685,Leichenpredigt|Monografie,0,pre-1700,51,https://www.deutsche-digitale-bibliothek.de/item/DK4FOUUBQDVDI2KV27NCNHNHJZIFB3WW
EUUFLB275J4KXVA7RUIVTH7FRIHEIRHO,Brief von Carl Friedrich Grimm an Karl Eduard Brauns,1813,Abschnitt,0,19th-c,9,https://www.deutsche-digitale-bibliothek.de/item/EUUFLB275J4KXVA7RUIVTH7FRIHEIRHO
FTT6CJWQ5NMUAKWQBLVJJOD32PO2NI6Q,Magnetresonanztomographische Untersuchung Mukoviszidose-assoziierter Veränderungen des Pankreas im Hinblick auf ihre präkanzeröse Potenz,2018,Monografie,0,modern,12,https://www.deutsche-digitale-bibliothek.de/item/FTT6CJWQ5NMUAKWQBLVJJOD32PO2NI6Q
KHJNFJYTP7E6M2C56FPGFR6ZNZ7X54WA,"Frommer Hertzen Creutz-Becher und Trost-Spiegel/ Aus dem Buch Hiob Cap. VI. v. 1, 2, 3, & 8. : Bey Christlicher Leich-Begängnüß Der ... Jungfrau Catharin. Elisabeth Pforrin. Des ... Herrn Johan. Georgii Pforrn/ des Raths allhier zu Schmalkalden/ und Kirchen Senioris, und seiner ... Hauß-Ehren/ Frau Anna Marien/ gebornen Keuhlin ... Tochter ... Welche den 17. Martii Anno 1668. ... entschlaffen/ und folgend den 20. eiusdem auff den hiesigen Gottes-Acker in ihr Ruhebettlein beygesetzet worden ... einfältig gewiesen/ und ... zum Druck übergeben ...",1668,Leichenpredigt|Monografie,1,pre-1700,100,https://www.deutsche-digitale-bibliothek.de/item/KHJNFJYTP7E6M2C56FPGFR6ZNZ7X54WA
QPR5DXK3MO6PSL775ZMESASVMB75C2YG,H. 2/5.1928: Das Johanneum : Mitteilungen des Vereins Ehemaliger Schüler der Gelehrtenschule des Johanneums,1928,Band,1,modern,17,https://www.deutsche-digitale-bibliothek.de/item/QPR5DXK3MO6PSL775ZMESASVMB75C2YG
AWJECKRMTQBS4ADDV5PGOSLLI5YN6DRH,"Deutschlands Fauna [in Abbildungen nach der Natur mit Beschreibungen] / von J[acob] Sturm. - [Nürnberg : Verfasser.] - Käfer, Heft XII, 1837 ; Heft XIII, 1838",1839,Aufsatz,2,19th-c,38,https://www.deutsche-digitale-bibliothek.de/item/AWJECKRMTQBS4ADDV5PGOSLLI5YN6DRH
ZAQ4WAHLYCA5POQE2CWUG6IUH5HG3WMR,Memoria Busschiana Oder Christliche Leichpredigt Uber das Sel. Absterben/ Adelichen und Hochwolansehenlichen LeichenBegäng- und Begräbniß Des ... Herrn Philip Sigismunden von dem Bussch auff Ippenburg und Harlinghausen Erbgesessen/ Fürstl. Osnabrügischen ... LandRaths : Welcher vom 20. auff den 21. Decembr. St. nov. 1657. auff dem Adelichen Hauß Haddenhausen plötzlich ... verschieden/ folgenden 13. Decembr. St. Nov. von dannen auß auff sein Adeliche Residentz nacher Ippenburg/ und dann endlich den 3. Febr. An. 1658. nach Essen zu seinem in der Kirch allda habendem Begräbniß ... gefüret und beygesetzt worden,1658,Leichenpredigt|Monografie,1,pre-1700,99,https://www.deutsche-digitale-bibliothek.de/item/ZAQ4WAHLYCA5POQE2CWUG6IUH5HG3WMR
7J3UUEFRCXKNLFHN35GOOXYZX6WZ2JUE,"Hannoversche Annalen für die gesammte Heilkunde :eine Zeitschrift. 4, 4. 1839",1839,Heft,1,19th-c,14,https://www.deutsche-digitale-bibliothek.de/item/7J3UUEFRCXKNLFHN35GOOXYZX6WZ2JUE
LHSTLBBCA5XYHXF3ZQZKD3FHBDJO2FKI,"An Seiten Hoch-Fürstl. Cammer ist man deß Versehens gewesen, es würden die Beamte ... sich der, am 3. Decembr. 1688, und 11. Decembr. 1690 im Druck ergangenen, ... wiederholter Verordnung; nach welcher, wann von gedacht-Hoch-Fürstl. Cammer, entweder zu Herrschafftlichen Gebäuen, oder Unterthanen, auf ihr suppliciren, Bau- oder Brenn-Holz, aus Herrschafftlichen Waldungen abzugeben, ... [Signatum unter hievorgedruckt-Hoch-Fürstl. Cammer-Secret-Insiegel. Onolzbach, den 10. Octobr. 1726.]",1726 - ,Amtsdruckschrift|Verordnung|Einblattdruck|Monografie,0,unknown,84,https://www.deutsche-digitale-bibliothek.de/item/LHSTLBBCA5XYHXF3ZQZKD3FHBDJO2FKI
TDMJVAJVCT2ZGPP5I4L7G6LXCFEINHWU,Christliche Leich-Predigt/ Uber den tröstlichen Spruch des Herrn Christi Marc. 10. v. 14. Lasset die Kindlein zu mir kommen/ &c. : Bey angeordneter Begräbnis Johannis Philippi Pfläntzels/ Des ... Philippi Pfläntzels ... Pfarrers und Seelen-Hirten in der Schney ... Söhnleins/ Welches den 30. Maii des 1664. Jahrs ... entschlaffen/ und den 2. folgenden Monats Iunii dem Gottes-Acker daselbsten zu einem Him[m]els-Pfläntzlein eingepflantzet worden/ gehalten,1665,Leichenpredigt|Monografie,1,pre-1700,76,https://www.deutsche-digitale-bibliothek.de/item/TDMJVAJVCT2ZGPP5I4L7G6LXCFEINHWU
